"""%1"" length must be equal or greater than %2 characters.","""%1""长度必须等于或大于 %2 个字符。",module,Magento_Eav
"""%1"" length must be equal or less than %2 characters.","""%1""长度必须等于或小于 %2 字符。",module,Magento_Eav
"Invalid entity_type specified: %1","指定的无效 entity_type: %1",module,Magento_Eav
"Entity is not initialized",实体是未初始化,module,Magento_Eav
"Unknown parameter",未知的参数,module,Magento_Eav
"Invalid default decimal value",无效的默认十进制值,module,Magento_Eav
"Invalid default date",无效的默认日期,module,Magento_Eav
"Invalid entity supplied",无效的实体提供,module,Magento_Eav
"Invalid backend model specified: %1","指定无效的后端模型: %1",module,Magento_Eav
"Source model ""%1"" not found for attribute ""%2""","源模型找不到属性""%2""""%1""",module,Magento_Eav
"The value of attribute ""%1"" must be set","""%1""属性的值必须设置",module,Magento_Eav
"The value of attribute ""%1"" must be unique","""%1""属性的值必须是唯一的",module,Magento_Eav
"Invalid date",无效的日期,module,Magento_Eav
"Attribute set name is empty.",属性集的名称是空的。,module,Magento_Eav
"No options found.",发现没有选项。,module,Magento_Eav
label,标签,module,Magento_Eav
"Invalid entity supplied: %1","无效的实体提供: %1",module,Magento_Eav
"Attempt to add an invalid object",尝试添加无效的对象,module,Magento_Eav
"Invalid attribute identifier for filter (%1)","筛选器 (%1) 无效的属性标识符",module,Magento_Eav
"Invalid attribute requested: %1","无效的属性要求:% 1",module,Magento_Eav
"Joint field or attribute expression with this alias is already declared",已经声明了使用该别名的联合字段或属性表达式,module,Magento_Eav
"Invalid alias, already exists in joint attributes",无效的别名，已经存在于联合属性,module,Magento_Eav
"Invalid foreign key",无效的外键,module,Magento_Eav
"Invalid entity type",无效的实体类型,module,Magento_Eav
"Invalid attribute type",无效的属性类型,module,Magento_Eav
"A joined field with this alias is already declared.",已声明此别名的联合的字段。,module,Magento_Eav
"Invalid joint fields",无效的联合字段,module,Magento_Eav
"A joint field with this alias (%1) is already declared.","已经声明与此别名 (%1) 的联合字段。",module,Magento_Eav
"Data integrity: No header row found for attribute","数据完整性: 属性中没有标题行",module,Magento_Eav
"Invalid attribute name: %1","无效的属性名称: %1",module,Magento_Eav
"Invalid character encountered in increment ID: %1","在增量 ID 中遇到无效字符: %1",module,Magento_Eav
"Invalid form type.",无效的表格类型。,module,Magento_Eav
"Invalid EAV attribute","EAV 属性无效",module,Magento_Eav
"Attribute with the same code",使用相同的代码属性,module,Magento_Eav
"Default option value is not defined",未定义默认选项值,module,Magento_Eav
"Form Element with the same attribute",具有相同的属性表单元素,module,Magento_Eav
"Form Fieldset with the same code",表单字段使用相同的代码,module,Magento_Eav
"Form Type with the same code",使用相同的代码的表单类型,module,Magento_Eav
"Wrong entity ID",错误的实体的ID,module,Magento_Eav
"Wrong attribute set ID",错误的属性设置ID,module,Magento_Eav
"Wrong attribute group ID","错误属性组 ID",module,Magento_Eav
"Store with the same code",使用相同的代码存储,module,Magento_Store
"Website with the same code",使用相同代码的网站,module,Magento_Store
"Name is required",名称是必需的,module,Magento_Store
"All Store Views",所有商店界面,module,Magento_Store
"-- Please Select --","-- 请选择 --",module,Magento_Store
Admin,管理员,module,Magento_Store
"Your Language:",您的语言：,module,Magento_Store
"Your Language",你的语言,module,Magento_Store
Language,语言,module,Magento_Store
"Select Store",选择存储,module,Magento_Store
"Shop By",清除全部,theme,frontend/Magento/luma
"EAV types and attributes","EAV 类型和属性",module,Magento_Eav
"Entity types declaration cache.",实体类型声明缓存。,module,Magento_Eav
Layouts,布局,module,Magento_Store
"Layout building instructions.",布局建设的指示。,module,Magento_Store
"Blocks HTML output","块 HTML 输出",module,Magento_Store
"Page blocks HTML.","页块 HTML。",module,Magento_Store
"Collections Data",收集数据,module,Magento_Store
"Collection data files.",收集的数据文件。,module,Magento_Store
Summary,摘要,theme,frontend/Magento/blank
